id_filme,titulo,palavras_chave,popularidade
10894,May,lonely young woman traumatized; increasingly desperate attempts; psychological horror; people around; difficult childhood,8.650779
244403,Rudderless,downward spiral stumbles across; recently deceased son; unknown talent; grieving father; demo tapes,10.619574
225886,Sex Tape,annie first got together; two kids later; one marathon three; one click away; great idea –,72.641296
9273,Ace Ventura: When Nature Calls,vicious tribal war; missing sacred animal; friendly wachati tribe; warrior wachootoos; perilous journey,34.391792
149,Akira,covert government project called akira; tough motorcycle crew; bloody battle ensues; bike gang leader; childhood friends tetsuo,39.338097
70436,The Raven,serial killer whose murders mirror; edgar allan poe; last days; fictionalized account; writer,22.520842
14538,Three Kingdoms: Resurrection of the Dragon,aging zhao embarks; greatest campaign; time; road; name,4.127155
4723,Southland Tales,hermosa beach police officer; adult film star developing; reality television project; action star; vast conspiracy,9.349386
11132,Confessions of a Teenage Drama Queen,displaced lola becomes close friend; two younger twin sisters; teenager mary elizabeth steppe; favorite rock band sidarthur; idol stu wolf,7.424798
2044,The Lake House,unusual lakeside home begins exchanging love letters; mystery behind; must try; lonely doctor; frustrated architect,29.88736
10731,The Client,whose current client; prominent louisiana lawyer; mafia quickly realize; mark probably knows; mafia hit,17.746719
37233,The Firm,young man; two associates; totally oblivious; sinister side; promising future,23.736535
38970,"Remember Me, My Love",local stage production; normal italian family; family goes; use sex; tv show,4.240495
253331,Black or White,helped raise; grieving widower; entire life; custody battle; granddaughter,12.172131
10366,Universal Soldier: The Return,"michael jai white ),; heroic former universal soldier; supercomputer controlled ultra; hell breaks loose; luc battles seth",14.566664
10481,102 Dalmatians,scheming cruella de vil; marked dalmation puppy eager; irresistible animal heroes; howling good time; great family tail,9.895061
11564,Class of 1984,tough kid named peter stegman; inner city high school; stegman become enemies; drug dealing business; new teacher,5.643023
40688,Meet the Deedles,yellowstone park rangers; two surfers end; former ranger; stop; revenge,2.353441
11798,This Is England,new best friends even like family; troubled boy growing; director shane meadows; way home; comes across,8.395624
12454,All or Nothing,supermarket ...; run dry; philosophical guy; driver phil; works,2.872281
16643,Life or Something Like It,reporter lanie kerrigan interviews; psychic homeless man; football game; fluff piece; life ...,8.980846
15992,Abandon,first love two years prior; sudden unexplained disappearance; competitive consulting firms; top job; still coping,3.888776
11199,Wild Hogs,new mexico bikers known; four suburban bikers leave; open road; intimidating band; del fuegos,31.719463
380,Rain Man,selfish yuppie charlie babbitt; savant brother raymond; travel cross; father left; charlie,49.510658
11866,Flight of the Phoenix,major dust storm forces; mongolia proves unproductive; captain frank towns; amacor oil rig; 119 flying boxcar,20.374308
15198,"Mystery, Alaska",hometown team unexpectedly gets booked; millionaire athletes come together; legendary saturday hockey game; new york rangers; life revolves around,4.436792
256917,The Water Diviner,australian farmer joshua connor travels; joshua must travel across; torn landscape; three sons; reported missing,22.096286
14474,The Oh in Ohio,unusual bed; sexually frustrated; perfect couple; jack moves; jack appear,6.759235
534,Terminator Salvation,increasingly dominating militaristic robots; john connor must lead; marcus wright appears; determine whether wright; connor tries,71.862892
18320,The Young Victoria,academy award ® winners graham king; outstanding british cast including jim broadbent; company magazine called “; captivated british audiences; epic british film,16.343317
4233,Scream 2,"stab ', sidney knows deep; major motion picture; best selling book; attending windsor college; two college students",35.244037
13785,Best in Show,mayflower dog show; across america prepare; wondrously diverse; undoubtedly one; take part,10.982255
13908,The Master of Disguise,natured italian waiter named pistachio disguisey; disguisey family; supernatural skills; precious treasures; moments later,4.382761
12163,The Wrestler,particularly brutal beating; aging wrestler randy; randy hangs; wrestling circuit; tooth stripper,40.196514
10395,Wolf,randall becomes; werewolf; publisher; keep; job,13.758526
1667,March of the Penguins,single file 70 miles; emperor penguins make; marching day; every year; coldest continent,17.537154
1368,First Blood,former green beret john rambo; rambo employs heavy; vietnam vet snaps; local law enforcement; handed guerilla tactics,63.071046
4232,Scream,body count begins rising; ghostface begins killing; one girl; life one; killer known,45.99611
323967,Walter,local cinema believes; eternal fate; ticket; taker; son,2.659006
284293,Still Alice,three grown children; renowned linguistics professor; happily married; forget words; family find,35.307577
336004,Heist,things go awry; medical treatment; last resort; greedy co; city bus,15.079993
4476,Legends of the Fall,three brothers; remote wilderness; father living; epic tale; 1900s usa,26.952727
544,There's Something About Mary,never fully recovered; man finally gets; old prom date; prom date; total disaster,57.110486
170687,The Boxtrolls,underground creatures called boxtrolls comes; orphaned boy raised; evil exterminator; archibald snatcher; town,30.656345
51820,The Salon,beauty shop owner finds romance; struggles; save; business,2.02817
810,Shrek the Third,far far away; cozy swamp; another heir; shrek wants; become king,42.986467
303858,Money Monster,financial tv host lee gates; irate investor takes; producer patty; extreme situation; studio,38.279458
13948,An American Carol,american hollywood filmmaker sets; american carol; true meaning; three spirits; july holiday,2.605374
89861,Stiff Upper Lips,general way stiff upper lips satirises popular perceptions; stiff upper lips; certain edwardian traits; british period films; specifically targets,0.356495
4442,The Brothers Grimm,requiring genuine courage; real magical curse; real magical beings; protect townsfolk; performing exorcisms,40.138009
347548,Containment,block wake one morning; work together; sealed inside; neighbors; find,2.122451
582,The Lives of Others,tragic love story set; undercover stasi controlled culture; stasi captain wieler; follow author dreyman; east berlin,34.938177
338,"Good bye, Lenin!",berlin wall fell; avid communist supporter; another heart attack; refreshing east; must try,11.086001
79120,Weekend,night stand becomes something else; drunken house party; something special; straight mates; russell heads,1.041254
297596,Dying of the Light,veteran cia agent; protégé uncovers evidence; lake goes rogue; terrorist banir; sworn enemy,10.48009
126186,Shanghai Calling,ambitious new york attorney sam; beautiful relocation specialist; smart legal assistant; sam might; legal mess,0.857008
18,The Fifth Element,young girl; unintentionally given; taxi driver; task; survival,109.528572
13812,Quarantine,turns humans; trapped inside; television reporter; mysterious virus; building quarantined,8.083995
14113,Zoom,"shape auto shop owner; super gifted "".; reluctantly called back; rag tag group; special powers",10.304172
4806,Runaway Bride,offensive column without researching; favourite bar tells ike; new york columnist; last possible moment; last minute,20.230535
9957,The Benchwarmers,standard little league squads; player baseball team; missed opportunities; guys try; trio,6.74556
71679,Resident Evil: Retribution,survive long enough; flesh eating undead; clandestine operations facility; human race ’; new found allies,6.227675
1051,The French Connection,suave french drug dealer; tough narcotics detective; smuggling operation; huge heroin; hot pursuit,15.978136
15268,Street Fighter: The Legend of Chun-Li,wealthy crime lord; street fighter universe; famous crime; li witnesses; fighter,8.139676
2074,Flirting with Disaster,"inept yet gorgeous adoption agent; new father mel colpin; tea leoni ),; struck atf agents; richard jenkins ).",5.500324
10327,"Legally Blonde 2: Red, White & Blonde",famously blonde harvard law grad gets fired; congresswoman victoria rudd; law firm; fashionably adventurous; eternally perky,4.340616
296098,Bridge of Spies,russians would get rudolf abel; new york lawyer james donovan; soviet union captures u; pilot francis gary powers; 2 spy plane,48.445978
9331,Clear and Present Danger,cia analyst jack ryan; illegal war fought; colombian drug cartel; us government; drawn,18.832471
55123,Tumbleweeds,school including getting chosen; 12 year old daughter; woman constantly runs; escape failed relationships; one escape,1.505703
783,Gandhi,"passive resistance ', endeavouring; people without resorting; armed resistance; worldly possessions; win freedom",35.227212
8224,8MM,film leads surveillance specialist tom welles; seemingly innocuous plastic reel; work turns; town pi; streetwise max,25.580272
2059,National Treasure,whereabouts may lie; secret clues embedded; modern treasure hunters; archaeologist ben gates; thomas jefferson,58.849256
42151,Down Terrace,might look like; feeling terribly trusting; serving jail time; ordinary house; one another,1.330379
4964,Knocked Up,fun loving party animal ben stone; doorstep eight weeks later; one night stand; last thing; ever expected,22.527211
4547,Panic Room,young daughter sarah play; newly divorced meg altman; new york brownstone; hidden chamber built; brutal home invasion,53.043124
10822,Savage Grace,lonely social climber unhappily married; remote plastics heir brooks baekeland; sexuality -- sometimes; barbara baekeland; murderous tragedy,3.531877
55561,Clockwatchers,nondescript global credit association; two hours ...; first day; wallflower; waiting,1.196943
7978,The Wolfman,victorian london; savage hunger; moonlight transformation; make amends; lawrence talbot,21.214571
3082,Modern Times,young homeless woman; modern industrial society; tramp struggles; live; help,28.27648
94348,Alex Cross,washington dc detective alex cross; soon discovers; first victim; family member; vows,14.513243
43933,Monsters,six years ago nasa discovered; mexican military still struggle; new life forms began; alien life within; solar system,26.406001
20083,Shinjuku Incident,iron zhao aka steelhead; chinese illegal immigrants; illegal immigrant; truck repairman; things get,5.294319
700,Octopussy,fellow “ 00 ” agent; priceless farberge egg; new world war; james bond follows; james bond,25.633663
8875,Timber Falls,grotesque plot hatched; young couple; mountains becomes; deranged locals; become pawns,3.687574
37724,Skyfall,latest assignment goes gravely wrong; whose lethal; security committee; one ally; new chairman,93.004993
40428,8: The Mormon Proposition,day saints member reed cowan examines; sources detail 30 years; turn back gay rights; sponsored national organization; ranking church officials,0.424957
1213,The Talented Mr. Ripley,calculating young man; wealthy u; tom ripley; ripley worms; real nobody,31.385257
10592,Hart's War,brutal german pow camp; ranking american officer; nearby munitions plant; luftwafe vetran col; generation army col,14.244518
34813,The Losers,special forces unit sent; must remain deep undercover; tech global war; ruthless man bent; powerful enemy known,24.903418
116149,Paddington,neck (' please look; things british travels; museum taxidermist ...; kindly brown family; young peruvian bear,39.882276
9729,Where the Truth Lies,ambitious reporter probes; 1950s comedy team; sudden split; reasons behind,4.051221
41402,Let Me In,bullied young boy befriends; young female vampire; movie “ let; right one; ”,19.705311
37950,Charlie St. Cloud,school classmate tess returns home unexpectedly; sleepy pacific northwest hometown; made four years earlier; accomplished sailor charlie st; little brother sam,21.75433
10307,Stigmata,vatican gets word; strong religious beliefs; soon kiernan realizes; ranking cardinal requests; andrew kiernan investigate,14.993169
6978,Big Trouble in Little China,lo pan must marry; three invincible cronies; jack burton agreed; emerald green eyes; lo pan,29.796394
1619,The Way of the Gun,move past petty crime; level petty criminals; often illegal means; big score; wanting,8.775844
15389,Metropolitan,romantic misadventures among new york city ’; class young man ’; hilariously highbrow observations earned; sparkling comedic chronicle; best original screenplay,1.014966
9659,Mad Max,vicious biker gang murders; dystopian future australia; personal; makes; fight,33.142185
27191,The Greatest Show on Earth,circus manager brad braden engages; full profitable season; center trapeze spot; upmanship duel; sebastian begin,8.988455
74725,Kill List,easy task soon unravels; three killings; new assignment; hitman takes; botched job,12.203041
16205,Jack Brooks: Monster Slayer,old demons ... along; child jack brooks witnessed; young man; therapy sessions; resolve nothing,2.659804
15239,The Toxic Avenger,mop boy melvin junko falls; monstrous new hero; toxic waste; toxic avenger; vat,6.672008
274,The Silence of the Lambs,psychiatrist turned homicidal cannibal; two deranged killers; starling needs clues; clarice starling ventures; lecter soon leads,18.174804
18841,The Lost Skeleton of Cadavra,thousand bucks could schlep; notoriously cheesy clunkers; good old days; beloved stereotypes pursue; radioactive elements,1.680525
18712,Sands of Iwo Jima,tough training tactics; see stryker; rebellious recruits; made difficult; sergeant stryker,3.851
39437,Beloved,strange girl comes along; old slave friend sethe; strange things start; happen ...; denver take,1.453765
67911,Bucky Larson: Born to Be a Star,parents footsteps --; porn star; midwest moves; order; kid,3.919057
8090,Untraceable,savvy killer posts live feeds; particularly sadistic criminal arises; special agent jennifer marsh; team must find; elusive killer,12.677505
9297,Monster House,three teens aim; decrepit neighboring home; scary enough; frightening secrets; entire house,36.368839
40805,The Green Hornet,"seth rogen ),; resourceful company employee; largest newspaper fortune; kato join forces; jay chou ),",31.703608
10163,The Lawnmower Man,simple man; computer science; turned; genius; application,10.125029
10402,Deuce Bigalow: Male Gigolo,sleazy police officer; needs quick money; luck aquarium cleaner; unusual mix; unusual clients,9.832326
253306,Housebound,new living arrangement; unsociable behaviour; seems less; kylie bucknell; hostile spirit,10.322858
4553,The Machinist,ordinary insomnia ...; occupational hazards; normal circumstances; machine shop; bad enough,35.252056
76757,Jupiter Ascending,impoverished young earth woman becomes; powerful dynasty …; internal strife within; human genetic material; strategic maneuvers,85.36908
9619,Dante's Peak,volcanologist harry dalton comes; massive eruption hits; worst fears; townspeople find; sleepy town,16.90444
786,Almost Famous,rolling stone magazine; autobiographical inspired film; rock star; rock band; first love,21.547446
11975,The Rainmaker,"ruthless jon voight ).; terminally ill boy; seedy ambulance chaser; matt damon ),; young attorney",12.229516
26320,Taking Woodstock,american culture – forever; three weeks later; famed woodstock music; hippie music festival; life –,11.870161
2447,The Nativity Story,visually lush adaptation; biblical tale follows; small village; quiet manger; nativity story,3.721272
9533,Red Dragon,new serial killer; former fbi agent; help graham track; savage hannibal; almost killed,10.083905
64328,The Muppets,sympathetic human; puppet roommate; muppets learn; gang put; beloved theater,17.047276
10877,Exit Wounds,unlikely ally -- gangster latrell walker --; maverick cop orin boyd always brings; unorthodox techniques --; boyd joins forces; detectives secretly operating,12.601306
12506,Cry Freedom,white liberal journalist; two men struggling; outspoken black anti; stephen biko; south africa,3.735723
9087,The American President,sydney ellen wade; spark wild rumors; president andrew shepherd; widowed u; washington lobbyist,11.056763
36691,Solitary Man,professional life hit; car magnate watches; romantic indiscretions; skids; personal,7.497306
8487,Wild Wild West,legless southern inventor dr; inventor artemus gordon; gunfighter james west; assassinating president u; two must team,40.748915
957,Spaceballs,nefarious dark helmet hatches; puts lone starr wise; hire lone starr; snatch princess vespa; clueless sidekick fly,39.890798
5876,The Mist,trapping artist david drayton; mist conceals deadly horrors; small maine town; local grocery store; mist envelops,37.104353
12637,"New York, New York",young singer meet; long uphill climb; egotistical saxophone player; rocky romance; j day,3.876242
16016,Journey to Saturn,ruthless army; natural resources; misfits travel; liberate denmark; invade denmark,1.776624
26602,Summer Catch,"freddie prinze jr .),; age romantic comedy set; local boy ryan dunne; cape cod baseball league; pro baseball contract",3.960098
76649,Pompeii,"slave turned invincible gladiator; magnificent pompeii crumbles around; ., pompeii tells; true love cassia; mount vesuvius erupts",50.561849
2989,Roar,various african animals; secluded home; roar follows; keeper; family,1.15641
44009,Another Year,much praised 2010 tragicomical drama; content couple approaching retirement; mike leigh ’; family less happy; year,7.235794
54138,Star Trek Into Darkness,one man weapon; epic chess game; called back home; captain kirk leads; family kirk,78.291018
2026,Hostage,police officer – wracked; negotiator – must negotiate; taken hostage; prior stint; mafia accountant,23.663713
9705,Swordfish,secret drug enforcement administration account; rogue agent gabriel shear; well encryption expert; enter stanley jobson; computer skills necessary,36.788745
82675,Taken 2,retired cia operative bryan mills; kidnapper mills killed; taken hostage; wife; rescuing,49.353524
9473,"South Park: Bigger, Longer & Uncut",rated movie featuring canadians terrance; four boys see; wage war; united states; parents pressure,27.197799
98369,Blue Like Jazz,young man must find; new liberal arts college; southern baptist roots; way; seem,1.6116
49948,Fantasia 2000,adds seven new shorts; blending lively music; brilliant animation; sorcerer; sequel,14.530946
7870,Down in the Valley,teenage girl named tobe meets; charismatic stranger named harlan; former ranch hand; pair feel; instant attraction,7.433574
9339,Click,workaholic architect finds; universal remote; remote starts; different parts; complications arise,41.176631
347764,Goddess of Love,venus ’ life; emotionally unstable woman; another woman begins; volatile descent; tremendous heartbreak,1.273773
2162,Chill Factor,next nearest military base; kill every living thing; ice cream truck driver; dying scientist entrusts; deadly chemical kept,3.276912
40160,Meteor,nearly 8km wide piece; illegal nuclear weapon satellite; probably extinguish mankind; meteor nasa wants; heading towards earth,2.637355
10760,Sydney White,snow white set; modern retelling; greek system; freshman year; students,10.74648
389425,Code of Honor,man assault team; local police department; colonel robert sikes; william porter; street gangs,2.101718
273895,Selma,"president lyndon b; civil rights act; ultimately led; selma ,""; famous statement",29.023184
133694,Promised Land,natural gas company experiences life; small town; corporation wants; changing events; available resources,13.568302
134371,Atlas Shrugged Part II,found abandoned amongst ruins; world whose motor would; mounting energy crisis; 42 per gallon; could seemingly power,4.725357
2310,Beowulf,manlike ogre grendel; century scandinavian warrior; beowulf embarks; slay; mission,35.601665
6537,The Orphanage,new invisible friend; woman brings; son starts; family back; childhood home,29.071955
70687,The Sticky Fingers of Time,terumi matthews; nicole zaray; 1990s brooklyn; 1950s author; woman,0.130169
66,Absolute Power,run yet may hold evidence; starring clint eastwood; master thief coincidentally; united states; political thriller,13.576765
86838,Seven Psychopaths,struggling screenwriter inadvertently becomes entangled; los angeles criminal underworld; oddball friends kidnap; beloved shih tzu; gangster,32.306455
13776,Diner,five young men resist; golden moments pass; men shoulder; titillating details; seek refuge,5.87193
12410,Good,terrible chaos; society spiralling; people found; national socialism; terrors,2.397987
300673,The Finest Hours,daring rescue attempt; coast guard makes; oil tankers; cape cod; coast,28.223664
385383,Fight Valley,became yet another victim; would never throw; small town known; make ends meet; tory coro turns,1.224105
45658,Everything Must Go,new neighbor might; yard sale; front lawn; alcoholic relapses; wife,9.169411
6477,Alvin and the Chipmunks,struggling songwriter named dave seville finds success; mischievous leader alvin; singing chipmunks; impressionable theodore; comes across,47.336034
58048,Shanghai Surprise,missionary nurse seeking; fortune hunter looking; even romantic quest; stolen drugs; gloria tatlock,0.138564
10117,Action Jackson,power hungry auto magnate; tough detroit cop; vengence drives; systematically eliminating; trail,6.872784
21345,City of Life and Death,several weeks wherein tens; death takes place; imperial japanese army; japanese war; second sino,4.793348
1893,Star Wars: Episode I - The Phantom Menace,young slave strong; evil sith; anakin skywalker; tatooine; revenge,54.035265
319069,Censored Voices,renowned author amos oz; israeli army censored; recorded intimate conversations; moment israel turned; censored voices,0.59458
80215,Indie Game: The Movie,"super meat boy "".; time :"" braid "".; friends edmund mcmillen; video game developers; follows phil fish",7.676677
323271,Unsullied,car trouble strands track star reagan farrow; brutal backwoods nightmare; reagan manages; take refuge; savage sociopaths,0.06124
25983,The House of the Devil,college student samantha hughes takes; strange babysitting job; full lunar eclipse; terrifying secret; slowly realizes,8.628485
755,From Dusk Till Dawn,younger brother richard; dusk till dawn; bloody bank robbery; strip joint; seth gecko,64.181668
1599,I Heart Huckabees,happy duo helps others solve; wife team play detective; traditional sense; existential issues; wondering,14.925633
34341,Men with Brooms,follows four longtime curling friends reunited; new romantic interest amy; retired curling champion; new eccentric coach; recently deceased coach,1.369528
49049,Dredd,urban police called judges; hugely popular comic series; dangerous new drug; drug pusher; swift justice,57.673932
14175,Valiant,royal air force homing pigeon service; lowly wood pigeon named valiant; whilst evading brutal attacks; world war ii; flying vital messages,14.051852
9778,Serendipity,part company soon; give true love; find one another; although strangers sara; chance encounter –,14.530803
14624,The Ultimate Gift,wealthy grandfather finally dies; jason stevens fully expects; jason receives; sizable inheritance; must complete,4.976268
11658,Tae Guk Gi: The Brotherhood of War,older brother deteriorates leading; old old student brother; north korea invades; commander promises jin; young brother,9.572705
4911,Dark Blue,robbery homicide investigation triggers; rodney king riots; corrupt lapd officer; tactics; set,6.373316
98549,The Legend of Hell's Gate: An American Conspiracy,post civil war texas; young criminal claiming; three outlaws fight; ruthless bounty hunter; irish desperado flee,1.002585
135595,Trade Of Innocents,"filthy cinder block room; dangerous human trafficking world; parallel story lines intertwine; mira sorvino ), alex; human trafficking investigator",2.204138
296,Terminator 3: Rise of the Machines,10 years since john connor saved earth; good thing connor; adult connor …; using anything skynet; robotic assassin ordered,69.405188
1865,Pirates of the Caribbean: On Stranger Tides,captain jack sparrow crosses paths; ruthless con artist; formidable pirate blackbeard; jack finds; unexpected adventure,135.413856
244339,Out of Inferno,serious fire incident happened; busy commercial tower; fire fighters; save lives; indestructible enthusiasm,1.583918
2056,The Station Agent,chatty hot dog vendor; rural new jersey; woman dealing; personal loss; man born,11.578545
18632,A Dog's Breakfast,"fi soap star fiancé ryan; somewhat combative relationship; paul mcgillion ),; little sister marilyn; kate hewlett ),",2.213889
11545,Rushmore,new friend becomes involved; situation soon gets complicated; ambitious teenager named max; grade teacher arrives; soon attracts,18.289303
9400,Set It Off,four black women; women add; shooting one; rob banks; interests begin,6.717994
146,"Crouching Tiger, Hidden Dragon",two warriors; teenage nobleman; stolen sword; notorious fugitive; skilled,45.742254
109091,The Counselor,successful lawyer named counselor; targets become chosen; drug trafficking plan; drug business uncovers; soon meets,35.022029
4944,Burn After Reading,two gym employees see; former cia analyst falls; make enough money; disc containing memoirs; changing cosmetic surgery,31.941347
10530,Pocahontas,native american woman whose father; epic animated tale; history comes gloriously; vision tells; new world,47.845589
15373,Role Models,spend 150 service hours; two salesmen trash; look half bad; one day; mentorship program,24.917665
10003,The Saint,result sends simon templar; russian mafia boss; great international criminal; scientist emma russell; templar falls,20.913852
44555,"A Woman, a Gun and a Noodle Shop",avaricious noodle shop owner; bribes patrol officer zhang; equally wicked zhang; ever greater violence; satisfying end …,1.416796
45324,Casino Jack,hot shot washington dc lobbyist; peddle influence lead; true story; protégé go; schemes,6.546037
79694,The Apparition,parapsychology experiment produced; malevolent spirit feeds; terrifying presence; paranormal researcher; may already,6.385234
10773,Mrs Henderson Presents,innovative continuous variety review; add female nudity similar; old widow purchases; mrs henderson suggests; windmill theatre,2.894154
1440,Little Children,two lovelorn spouses; registered sex offender; police officer intersect; separate marriages; disgraced ex,11.942862
98566,Teenage Mutant Ninja Turtles,four unlikely outcast brothers rise; cracking cameraman vern fenwick; teenage mutant ninja turtles; turtles must work; fearless reporter april,143.350376
2359,Sicko,means losing peoples lives; corrupt health care system; health care providers; deny health insurance; michael moore documentary,14.098952
113947,The Sessions,sex surrogate cheryl green; writing assignment dealing; disabled piques mark; experiencing sex; polio left,9.115486
331493,Light from the Darkroom,two best friends whose faith; friends disappear; religious pilgrimage; tested; story,0.012942
157849,A Most Wanted Man,us security agencies take; ill gotten fortune; death immigrant turns; wanted man; true identity,26.708193
398,Capote,cold blood '.; truman capote; new yorker; fiction book; writer,17.434862
205220,Philomena,woman searches; taken away; decades ago; adult son; live,29.019504
291081,Red Riding: In the Year of Our Lord 1974,young clare kemplay goes missing; rookie journalist eddie dunford; local property magnate; increasingly complex maze; construction site owned,7.247023
9302,Up Close & Personal,time network newscaster; homemade demo tape; every videotaped crisis; warren justice; warren fall,4.801849
169,Predator 2,starts murdering drug dealers; police force set; mysterious government agent; mercenaries first battled; lieutenant mike harrigan,27.934978
73511,The Californians,"real estate mogul gavin ransom; ileana douglas ), launches; clever west coast satire; gavin begins falling; pretty folk singer",0.218736
10184,He's Just Not That Into You,really cute guy; call –; maybe ...; maybe; maybe,26.253357
22007,Train,american wrestling team; new train tells; organ harvesters; train; used,3.280081
1116,The Wind That Shakes the Barley,irish medical student; irish revolution; irish independence; new job; mercenary atrocities,6.787967
12479,Breakfast of Champions,wealthy car dealer; slightly neurotic characters; ship owner; mid west; losing touch,2.695896
227735,Dolphin Tale 2,clearwater marine hospital; surrogate mother; saved winter; life reassemble; wake,6.967857
38786,The Blood of My Brother: A Story of Death in Iraq,thousand muslim worshipers; one iraqi family; old ibrahim dreams; masked resistance fighters; growing shia insurgency,0.005256
95,Armageddon,nasa honcho dan truman determines; dangerous space mission provided; renowned driller harry stamper; mission proves otherwise; harry thinks,58.485967
49017,Dracula Untold,mythological vampire dracula; vlad turns; vlad tepes; including vlad; dark forces,64.457947
11056,Darkness,teenage girl moves; remote countryside house; gloomy new home; horrifying past; threatens,6.340135
20468,The Big Tease,others make cameo appearances; hot platinum scissors contest; scottish hairstylist crawford; mere audience member; crawford must find,0.502396
226,Boys Don't Cry,teena brandon adopts; brandon teena; male identity; female born; nebraska,15.557144
8854,Steel,"guy hero tells two crime victims; richard roundtree ), irons becomes steel; metallurgist john henry irons; imaginative scrap metal worker; wearing body armor",2.848727
508,Love Actually,follows seemingly unrelated people; christmas draws near; lives begin; affections languish; –,37.073127
10383,Lost Souls,possessed mental patient lead; teacher named maya larkin; studies serial killers; ailing priest believe; ultimate showdown,3.312385
1781,An Inconvenient Truth,recognized problem worldwide; global warming; al gore; make; issue,14.139004
55903,Betty Fisher and Other Stories,novelist betty fisher enters; kidnap another child; son betty lost; mother margot arranges; young son joseph,0.024186
21610,Nighthawks,new york; international terrorist; deke dasilva; take; sgt,7.058868
10808,Dr. Dolittle 2,pacific western bear female; bumbling circus bear archie; dolittle must teach archie; dolittle must help; madcap animal friends,13.543053
19908,Zombieland,perfectly evolved survivors; world overrun; terrifying prospect; living ass; zombies,57.300674
9869,Patriot Games,cia analyst jack ryan interferes; renegade faction targets jack; ira assassination; revenge; family,19.637704
51588,Prom,"“ prom ,” every couple; tyler harbor secrets; fellow seniors mei; big dance approaches; high school ’",11.837067
2022,Mr. Deeds,television tabloid reporter; quickly begins rolling; town pizzeria owner; town girl; different kind,18.121404
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,pesky cousin eustace scrubb find; fantastic narnian ship headed; time around edmund; lucy pevensie; world,49.661984
25704,Post Grad,move back home; plan spins hilariously; master plan; ryden malby; perfect guy,7.446069
71859,We Need to Talk About Kevin,school killing spree recalls; teenage sociopath; deranged behavior; went; son,21.276864
2043,Along Came a Spider,spider claims another victim; young security agent; every second counts; alex cross takes; teacher kidnaps,21.252797
9675,Sideways,unpublished novelist suffering; californian wine country; aged men embark; two middle; spiritual journey,23.425431
13983,Finishing The Game,martial arts great bruce lee died; outrageous satire looks; movie execs decide; racial motivations; public hungry,0.459625
1830,Lord of War,stay one step ahead; relentless interpol agent; must also face; globetrotting arms dealer; deadliest war zones,34.828241
55604,Boom Town,betsey comes west intending; marries mcmasters instead; teaches mcmasters; personal ties; oil towns,1.867004
5393,Happily N'Ever After,fairy tale land; storybook existence; resistance effort; ella realizes; dramatic turn,10.410933
252680,Moms' Night Out,husbands need; go wrong; friends plan; evening without; yearning,10.274542
320146,Creative Control,smooth advertising executive david; yoga teacher juliette; things get completely; best friend wim; david designs,1.50211
68726,Pacific Rim,two unlikely heroes —; two pilots whose minds; would take millions; seemingly obsolete jaeger; rinko kikuchi )—,56.523205
5503,The Fugitive,deputy samuel gerard; richard kimble escapes; wrongfully accused; secrets behind; richard leads,54.884297
80278,The Impossible,three sons begin; terrifying roar rises; idyllic holiday turns; knit family maria; though maria,47.559928
1947,An Unfinished Life,rugged wyoming ranchlands alongside; einar gilkyson quietly lives; unexpected connection; trusted friend; son arrives,6.353971
72571,Paranormal Activity 3,terrorize young sisters katie; invisible entity resides; first time; evil begins; kristi,29.15813
9045,Amen.,using zyklon; purify water; nazi germany; kurt gerstein; kill people,5.930533
10202,Bedtime Stories,always telling bedtime stories; entertainment inexplicably turn; bewildered skeeter manage; fantastical stories; skeeter bronson,23.531721
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",finds little sympathy; gum stuck; bad things; bad day; day begins,22.14595
20697,Ready to Rumble,two slacker wrestling fans; unscrupulous promoter; favorite character; ousting; devastated,3.113009
8065,21,unorthodox math professor micky rosa; professor rosa; students jill; secretive club; one evening,45.149948
50875,Higher Ground,one woman; lifelong struggle; faith; chronicle,1.699101
115,The Big Lebowski,los angeles slacker; events involving nihilists; drink white russians; adult film producers; another jeffrey lebowski,49.230089
3682,54,coveted job behind; mastermind behind; studio 54; steve rubell; row seat,11.880899
59930,The Inkwell,old boy coming; year; vineyard; summer; martha,0.269661
70829,The Last Godfather,goo accidentally rescues nancy; rival mafia family; bonfante family kidnapped; mafia elite; two families,0.680753
51162,Winnie the Pooh,hundred acre wood; pooh convinces tigger; pooh sets; young friend; ordinary day,19.143721
261023,Black Mass,mafia family invading; infamous violent criminal; whitey bulger; true story; state senator,46.049902
4012,The Believer,young jewish man; becomes fiercely anti; movie tells; story; semitic,9.856826
10527,Madagascar: Escape 2 Africa,old crashed plane ... sort; still marooned; new yorkers; military precision; might work,44.141021
60400,The Blue Bird,"eddie collins ), cat tylette; dream journey makes mytyl awake; lantern ("" light ""); russell hicks ), finds; shirley temple ),",1.280733
10313,The Men Who Stare at Goats,meets lyn cassady; employs paranormal powers; new earth army; iraq might; former member,20.69219
27995,She's Gotta Have It,three men wanted; three different men; simultaneous sexual relationships; single partner; nola resists,6.722213
10050,Get Over It,love triangle loosely based upon shakespeare; popular high school basketball star; best friend felix; thus ensues; spring musical,11.592129
177677,Mission: Impossible - Rogue Nation,international rogue organization; impossible mission yet; team take; highly skilled; syndicate,114.522237
