id_filme,titulo,palavras_chave,popularidade
84175,Beasts of the Southern Wild,whack – temperatures rise; prehistoric creatures called aurochs; tough love prepares; southern delta community; ice caps melt,12.471239
11186,Child's Play 2,serial killer; doll possessed; way; stand; soul,16.681567
1710,Copycat,female detective must work together; copies serial killers; serial killer; agoraphobic psychologist; take,14.211699
24684,An Education,playboy nearly twice; 1960s suburban london; teenage girl; life changes; age story,16.990308
11519,1941,army air corps captain; six days since; motor pool crew; japanese sub planning; panic grips california,10.032626
36657,X-Men,kind whose resident superhero team; two mutants; terrorist organization; similar powers; private academy,4.66891
259943,Coming Home,finally returns home; devoted couple forced; political prisoner; longer remembers; labor camp,6.017273
687,Dead Man Walking,sister helen prejean; last days forms; justice drama based; best female actress; true story,15.864928
68727,Trance,fine art auctioneer mixed; stakes rise faster; hypnotic suggestion begin; lost painting; joins forces,38.802415
10160,A Nightmare on Elm Street 5: The Dream Child,freddy krueger starting; stop freddy; unborn child; taunting murderer; sleeping mind,12.654051
38745,Gulliver's Travels,travel writer lemuel gulliver takes; tiny citizens; towers; liliput; island,22.845143
14608,Partition,38 year old gian singh resigns; 17 year old girl; british indian army; war behind; suddenly finds,2.131524
22301,Hell's Angels,extremely risky two man bombing mission; two brothers attending oxford enlist; strategic german munitions facility; still another man; strong moral fiber,8.484123
2080,X-Men Origins: Wolverine,mutant weapon x program; normal life; logan sets; becoming wolverine; undergoing,5.954334
11442,Halloween: Resurrection,serial killer michael myers; rivalry finally comes; michael arrives home; childhood home; seeking teenagers,11.045593
9029,What Happens in Vegas,playboy jack fuller come; career woman joy mcnally; wild vacation; sober realization; live life,38.100488
59965,Abduction,young man sets; missing persons website; baby photo; uncover; truth,19.893646
58051,Housefull,bringing bad luck upon; find true love; man attempts; complicated relationships; others,0.12082
19644,Silmido,31 north korean commandos infiltrated south korea; south korean military assembled; assassinate president park chung; 31 january 1968; kill kim il,2.60632
8942,Wendy and Lucy,old car breaks; already perilously close; shoplifting dog food; posts bail; penniless drifter,0.713906
19204,The Beyond,"young woman inherits; old hotel; accidents ',; supernatural; series",8.022122
862,Toy Story,birthday brings buzz lightyear onto; toys live happily; duo eventually learns; circumstances separate buzz; put aside,73.640445
14156,Impact Point,pro beach volleyball star; nothing could prepare; faces challenges everyday; kelly reyes; fierce competitors,1.532518
65086,The Woman in Black,recently deceased client ’; uncover tragic secrets; mysterious woman dressed; client ’; young lawyer,43.675191
13836,Race to Witch Mountain,pair possess supernatural powers; two teen runaways; taxi driver gets; also trying desperately; escape people,23.935053
14662,Slums of Beverly Hills,class teenager struggles; neurotic family; cope living; beverly hills; outskirts,6.308298
76349,1911,ruling qing dynasty; recent political reforms; made matters worse; empress dowager longyu; country falling apart,4.065212
9408,Surf's Up,jon heder among others; animated mockumentary film produced; 2007 american computer; sony pictures animation; idol big z,23.230851
228970,Wild,tragic past decides; pacific crest trail; one thousand miles; new life; woman,42.952942
20296,Chocolate: Deep Dark Secrets,clad city gets ready; slowly unearthing true; luckless indians find; foreign land hoping; bizarre incidents shatter,0.887821
98,Gladiator,devious son commodus ascends; emperor marcus aurelius throws; battle skills serve; maximus must battle; commodus decides,95.301296
29912,The Robe,homespun robe; wins jesus; crucify jesus; jesus; way,4.028875
175541,Black Nativity,single mother travels; new york city; wise teen; inspirational journey; estranged relatives,7.180403
317930,Compadres,disgruntled mexican cop; teenage hacker; work; wife; operation,1.569246
11601,Stir of Echoes,tom witzky begins seeing haunting visions; mystery begins; unfold around; sister; law,6.044161
10634,Friday,los angeles hanging; two guys; friday afternoon; something; smoking,25.5748
34314,Turbulence,flight transporting dangerous convicts; cause complete chaos throughout; flight attendant teri halloran; murderer ryan weaver manages; board fall victim,4.700024
50725,Take Me Home Tonight,"recent mit grad matt franklin; dan fogler ), matt hatches; teresa palmer ), walks; fortune 500 company; matt rethinks",11.766564
1282,Dogtown and Z-Boys,riding surf oriented style; california beach boy image; late 70; boys follows; z,3.291609
451,Leaving Las Vegas,alcoholic hollywood screenwriter; uneasy friendship; prostitute sera; lost everything; las vegas,22.030517
35689,Don McKay,man returns; former lover; everything appears; 25 years; visit,1.496454
13363,The Man from Earth,professor john oldman becomes; retiring scholar reveals; impromptu goodbye party; never ages; mysterious interrogation,31.339015
13682,Pooh's Heffalump Movie,hundred acre wood -- winnie; unusual road trip opens; pack -- embark; lovable residents; elusive heffalump,9.03154
106646,The Wolf of Wall Street,large securities fraud case involving corruption; new york stockbroker refuses; corporate banking world; wall street; mob infiltration,95.007934
39538,Contagion,worldwide medical community races; kills within days; lethal airborne virus; spreads faster; rapidly grows,38.820858
1649,Bill & Ted's Bogus Journey,sends evil robot duplicates; robot doubles actually succeed; amiable slackers bill; killing bill; grim reaper,11.349664
3028,Jekyll and Hyde ... Together Again,obnoxious southern californian; inhales white powder; mark blankfield; jekyll; dr,0.805312
14623,Thunderbirds,"tech secret force employed; bill paxton ),; ben kingsley ),; soon discover; rescue vehicles",9.27875
345003,10 Days in a Madhouse,old reporter; notorious blackwell; nellie bly; joseph pulitzer; island women,0.489271
8077,Alien³,prisoners must simply survive; long time away; ripley crash lands; unwelcome visitor; fiorina 161,45.856409
9618,Tango & Cash,crime lord yves perret; evil perret; narcotics detectives; helped convict; extremely successful,22.787667
703,Annie Hall,comedian alvy singer falls; ditsy annie hall; new york; love; city,35.892034
11162,The Merchant of Venice,bitterly vengeful creditor demands; merchant must default; gruesome payment instead; abused jewish moneylender; 16th century venice,12.467267
8643,The Exorcism of Emily Rose,younger girl called emily rose; lawyer erin bruner; everyone puts blame; father moore says; father moore,32.602868
256962,Little Boy,end world war ii; story reveals; old boy; little boy; indescribable love,12.232048
10727,Darkness Falls,150 years earlier; vengeful spirit; tooth fairy; exact vengeance; town,11.199544
25166,Drowning Mona,recently deceased mona dearly; police chief wyatt rash; immediately suspects murder rather; murder investigation overwhelmed; unceasingly spiteful woman,3.021835
8998,Friends with Money,wealthy friends; olivia finds; lucrative job; unsure; successful,11.885221
10357,Volcano,la brea tar pits; peaceful los angeles morning; consuming los angeles; use every resource; geologist amy barnes,19.836124
13370,A Mighty Wind,"mighty wind "", director christopher guest reunites; new york city; era folk musicians; town hall; tell tell",4.053017
846,The X Files,x files cases; shadowy elements; might mean; alien colonization; must find,18.59991
257211,The Intern,old widower ben whittaker; online fashion site; senior intern; jules ostin; get back,53.114573
10416,What Planet Are You From?,whose denizens feel; work finding; somehow convinces; meets susan; mechanical penis,2.275331
8920,Garfield,dog named odie; cat could want; school crush; one thing; old high,17.667826
12901,No End in Sight,white house announced; especially decisions made; making decisions; three edicts; occupation plan,2.283796
24803,Julie & Julia,wrote memoirs – find; julie powell –; loose ends ...; though separated; right combination,22.853006
13335,Harold & Kumar Escape from Guantanamo Bay,rob corddry also stars; wild comedy sequel; pair must change; white castle; love interest,26.219598
1090,The Thirteenth Floor,discovered something extremely important; computer scientist hannon fuller; computer generated parallel world; old man leaves; seemingly real people,19.890428
41479,The Joneses,seemingly perfect family moves; exactly come clean; suburban neighborhood; truth; neighbors,14.979375
137321,Winter's Tale,burglar falls; sets; save; reincarnation; learns,22.736038
11780,Rob Roy,robin hood lifestyle; rob roy tries; small town; local nobility; buy cattle,10.703456
44115,127 Hours,mountain climber aron ralston; fallen boulder crashes; true story; remarkable adventure; isolated canyon,52.464877
35019,Nanny McPhee and the Big Bang,mischievous charges five new lessons; two spoiled city cousins; harried young mother; nanny mcphee discovers; nanny mcphee appears,23.835055
267935,The BFG,soon become breakfast; nice little chiddlers; giants — rather; ordinary bone; must stop,44.19092
77332,Urbania,phone change slots; hot dog bun; new york city; city full; tattooed stranger,0.065155
72190,World War Z,mysterious infection turning whole human populations; former united nations investigator gerry lane; lane must brave horrific dangers; human civilization falls; rampaging mindless zombies,81.834855
29996,Solomon and Sheba,bible -- first kings chapter 10; second chronicles chapter 9; introduce sheban pagan worship; aging king david favors; elder son prince adonijah,0.835617
12211,Highlander: Endgame,duncan macleod join forces; deadly immortal swordsmen; immensely powerful immortal; one inevitable conclusion; defeat kell yet,11.782725
191714,The Lunchbox,famously efficient lunchbox delivery system; fantasy world together; mistaken delivery; fantasy threatens; young housewife,14.017809
9709,My Summer of Love,two young women discover; class tomboy mona meets; teach one another; yorkshire countryside; summer season,3.939753
34723,The Adventures of Huck Finn,"walt disney presents; starring elijah wood; mummy returns ),; unforgettable saga; sweeping adventure",2.163683
11932,Bride of Chucky,route 66 murder spree; another murderous doll; unwitting hosts; clad tiffany; chucky hooks,14.340095
71805,Shipwrecked,1850s england goes; young norwegian boy; cabin boy; actually pirates; work,0.702971
71469,The Darkest Hour,five young people lead; attacked earth via; power supply; alien race; moscow,23.328823
61337,Critical Care,10 million estate; werner must contend; young hospital resident; werner sidestep; werner ernst,2.678715
334074,Survivor,terrorist attack set; hit new york; foreign service officer; london tries; run,33.625477
41630,No Strings Attached,sex friends stay best friends; best friend adam; seemingly perfect arrangement; strings attached; one rule,38.688822
100,"Lock, Stock and Two Smoking Barrels",sketchy poker match; flat next door; enlisted friends need; time gang; cash quick,16.032594
14256,Winter Passing,since passed away; actress reese holden; reese finds; small fortune; reclusive novelist,3.643608
2637,The Mothman Prophecies,sleepy west virginia town whose residents; sows hideous nightmares; reporter john klein; great winged shape; unthinkable chaos,14.733513
9702,Bound by Honor,"poet jimmy santiago baca; vatos locos "",; true life experiences; heroin addiction overcomes; racial cousin miklo",9.122828
227306,Unbroken,world war ii; taken prisoner; olympic runner; louis zamperini; japanese forces,43.055253
68924,The Ice Storm,reading self help books; innocently exploring liquor cabinets; wendy hood roams; ice storm hits; benjamin hood reels,14.916264
9389,Renaissance,truth imprisons whoever finds; karas must plunge deep; parallel worlds; organized crime; great price,9.244181
38303,You Again,high school -- may repeat; history -- make; wedding bells toll; marni must show; wealthy aunt,19.962713
171274,Inherent Vice,fueled detective larry; sportello investigates; los angeles; turn; girlfriend,45.742217
31175,Soul Kitchen,soul kitchen might still; soul kitchen film centers; shady real estate agent; one last chance; irresistibly soulful soundtrack,5.461487
11598,The Kentucky Fried Movie,spoof news programs; loosely connected skits; spy films; porno films; mafia films,10.861167
9691,Assassins,rival hired gun complete; contract killing grows ever; assassin robert rath arrives; take one last job; rath falls,23.073933
39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,north american soccer league marked; team began losing favor; international soccer stars; celebrated soccer star; including franz beckenbauer,0.436148
264656,The Homesman,minded mary bee cuddy; group first must traverse; harsh nebraska territories marked; three women head east; harsh pioneer life,20.59148
42889,The Virginity Hit,even porn stars; buddy get laid; terrifying rite; survive friends; one camera,3.125382
8914,Deep Blue Sea,susan mcalester genetically engineers three mako sharks; remote former submarine refueling facility called aquatica; increased brain capacity also makes; brain capacity; sharks smarter,22.991269
10890,Stripes,indolent sad sack; john winger; impulsively joins; u; losing,10.892398
101179,Truth or Dare,whole new twist; college friends celebrate; terrifying sequence; sore loser; fuelled evening,6.679954
26389,From Paris with Love,happy charlie soon; charlie wax; charlie may; would love; side gig,27.916284
8584,Shanghai Noon,clumsy imperial guard trails princess pei pei; outcast outlaw roy; wang follows; unlikely partner; princess,25.400935
1422,The Departed,undercover cop curries favor; sides soon discover; career criminal rises; south boston; police send,63.429157
6961,The Wedding Date,younger sister fast approaching; charming male escort; show everyone --; kat ellis faces; kat hires,10.194097
8470,John Q,john quincy archibald; husband whose son; patients hostage; hospital puts; hospital full,27.465433
14405,Beverly Hills Chihuahua,pampered beverly hills chihuahua named chloe; get back home; owner viv; must rely; gets lost,12.25264
33217,Diary of a Wimpy Kid,life – middle school; nuclear cooties; moldy slice; loving bullies; humiliating experience,21.095489
257088,Point Break,"young undercover fbi agent infiltrates; point break "".; extreme sports; common interest; 1991 film",33.507289
259694,How to Be Single,new york city; lonely hearts seeking; world filled; right match; evolving definitions,46.078371
44638,The Tempest,usurped ruler; magical powers; female version; william shakespeare; mysterious island,3.620537
13066,I Want Someone to Eat Cheese With,"second city; marty ,""; local tv; favorite movie; even get",1.742383
19901,Daybreakers,transformed almost every human; fractured dominant race plots; dwindling blood supply; year 2019; save humankind,28.019226
244772,The Skeleton Twins,milo coincidentally cheat death; estranged twins maggie; reunion reinvigorates; lives went; lives may,15.699363
58882,Snow Flower and the Secret Fan,rigid cultural norms imposed; 19th century china; two girls; story set; secret code,2.260315
37903,The White Ribbon,strange events happen; world war; suppressed children; small village; ritual punishment,17.94739
14014,The Hammer,gloves one last time; time boxing instructor; young pro boxer; unlikely quest; successful bout,0.957022
122917,The Hobbit: The Battle of the Five Armies,dark lord sauron; men must unite; ruined laketown; orcs led; earth falls,120.965743
10246,Porky's,florida high schoolers seek; sleazy nightclub owner; redneck sheriff brother; seek revenge; virginity,12.891276
98568,Enter Nowhere,three strangers arrive one; enduring separate life; stay warm; mysterious connection; mysterious cabin,3.637857
11495,Firestarter,"heather locklear ), participated; drew barrymore ), begins; youngster extremely dangerous; volatile talent makes; setting fires solely",11.379652
9783,Sublime,get better ...; george grieves discovers; routine procedure; people come; people come,6.833164
6964,Something's Gotta Give,aged music industry exec; younger women like marin; love triangle starts; latest trophy girlfriend; things get,16.939441
103,Taxi Driver,mentally unstable vietnam war veteran works; time taxi driver; new york city; violent action; sleaze feeds,58.845025
193756,Lone Survivor,"operation red wing .""; kill notorious taliban leader; failed june 28; seal team 10; team survived",37.084384
73247,Heartbeeps,heartbeeps stars andy kaufman; domestic robots; bernadette peters; together; run,0.518056
17926,Undiscovered,aspiring entertainers try; los angeles; establish careers; group; city,2.009597
74510,Kevin Hart: Laugh at My Pain,kevin hart back; quickly became; personal look; national phenomenon; funniest comedians,5.498834
6278,Reign of Fire,british survivor team; brit -- leading; breathing dragons seeking; dragons --; still alive,27.615108
185008,Yeh Jawaani Hai Deewani,"yeh jawaani hai deewani features two polar opposite characters; studious bespectacled young girl; carefree young travel; ranbir kapoor ),; deepika padukone ),",3.353176
26688,Sorority Row,five sorority girls inadvertently cause; proves easier said; prank gone wrong; mysterious killer goes; never speak,8.780512
1359,American Psycho,wealthy new york investment banking executive hides; alternate psychopathic ego; gratuitous fantasies; escalates deeper; workers,45.310443
9361,The Last of the Mohicans,sister alice unwittingly walk; orphaned settler adopted; french soldiers battle; take sides; reluctantly saved,37.776566
44943,Battle: Los Angeles,people everywhere watch; marine staff sergeant; los angeles becomes; great cities fall; unknown forces,49.199234
36658,X2,jean grey must join; genetically gifted superheroes face; usual nemeses – magneto; professor charles xavier; mutant sentiment led,2.871739
35688,Why Did I Get Married Too?,spend time analyzing; recently remarried wife; four couples reunite; win back; intimate week,2.986286
116584,Valley of the Heart's Delight,nosed young reporter takes; idyllic 1933 san jose; fatal kidnapping ignites; two men; suspicion,0.142255
9032,Big Daddy,lazy law school grad adopts; unlikely foster father; planned; kid; impress,34.86859
7859,Half Nelson,idealistic teacher dan dunne leads; troubled student drey makes; could either end disastrously; things change; tenuous bond,12.378031
32222,American Desi,loving romantic comedy reminiscent; modern muslim girl; great teen films; centric hindu homeboy; youthful point,0.126304
25189,The Mirror Has Two Faces,"sexless union based; lauren bacall ),; jeff bridges ),; barbara streisand ),; still lives",3.844926
11025,New York Minute,rebellious twin roxy ryan goes along; top student jane ryan heads; pursuing truant officer; video shoot; scholarship competition,10.0403
49787,The Reef,great white shark hunts; great barrier reef; capsized sailboat along; crew,7.245108
11026,Exorcist: The Beginning,father lankester merrin takes; ancient byzantine church believed; village rapidly disintegrates; merrin must face; conduct archaeological excavations,15.761384
62214,Frankenweenie,car hits young victor; pet dog sparky; victor decides; wreaks havoc; loyal friend,27.908783
76487,The Devil Inside,allegedly murdered three people; woman becomes involved; unauthorized exorcisms; series; mother,13.152822
14202,The Painted Veil,british medical doctor fights; small chinese village; unfaithful wife; loveless marriage; cholera outbreak,20.746932
9947,Elektra,two latest targets; young daughter; warrior survives; supernatural assassins; single father,28.613892
707,A View to a Kill,big industry leader max zorin; newly developed microchip designed; james bond must find; suspicions soon lead; electromagnetic radiation caused,27.230493
41382,Lottery Ticket,winning lottery ticket worth; young man living; opportunistic neighbors find; kevin carson; day weekend,9.054803
40652,The Married Woman,reads fashion magazines; events may force; war provide; ups fill; perfect bust,1.112792
10628,Kangaroo Jack,two childhood friends; new york hairstylist; wild kangaroo; things go; get mixed,10.292864
1494,Curse of the Golden Flower,two sons; tang dynasty; royal family; neighboring province; wife,9.950505
9819,Marvin's Room,leukemia patient attempts; year feud; bone marrow; sister; get,6.130231
27586,The Runaways,two rebellious teenagers; impresario kim fowley; svengalilike influence; southern california; runaways --,17.611971
8953,Steamboy,"rei must evade capture; young inventor living; steam ball "",; life thrown; letter asking",9.129808
87428,That's My Boy,world comes crashing; single parent; donny resurfaces; donny fathered; 18th birthday,21.723897
32316,Marci X,hop record label; take control; core hip; controversial rappers; american princess,5.65327
9312,Mortal Kombat,three warriors must overcome seemingly insurmountable odds; tenth mortal kombat tournament; popular video games; adventure movie based; mortal enemies,16.470895
18516,Adam Resurrected,"dog "", entertaining; cabaret impresario; adam survives; adam resurrected; concentration camp",2.574014
14631,The Work and the Glory II: American Zion,poignant untold tales; historically factual backdrop; fictional steed family; largest american migration; american zion,2.639106
2133,The Perfect Storm,fishing boat andrea gail; weather conditions combined; fishing boats; sea adventure; october 1991,25.752118
20178,World's Greatest Dad,"high school poetry teacher; adorable art teacher; robin williams stars; get serious --; alexie gilmore ),",9.805551
408429,Perfect Cowboy,straight country western singers; two gay fathers; playing music together; jimmy poole gets; son mark,0.050978
210577,Gone Girl,intense media circus; spotlight turned; man sees; wife; suspected,143.041543
66607,Saving Private Perez,este hombre la oportunidad de encontrar su redención cuando es enviado; una misión ordenada por la única autoridad que todavía respeta; julián debe viajar hasta el otro extremo del mundo; su hermano menor el soldado de infantería juan pérez; julián pérez por caminos equivocados,0.177356
72431,Red Tails,world war ii; tuskegee airmen; first african; combat squadron; american pilots,12.29603
242095,The Signal,suddenly everything goes dark; three college students; students regains consciousness; road trip across; exposed security faults,27.662696
10314,She's All That,nerdy outcast laney boggs --; high school hotshot zach siler; television star brock hudson; seemingly impossible challenge; popularity declines sharply,8.9876
20,My Life Without Me,pedro almodovar production; fatally ill mother; two months; live creates; wants,7.958831
116977,Foodfight!,recognized brands take; devilish brand x; superdog sleuth; world; law,5.258726
2034,Training Day,rookie cop works; rogue detective; narcotics officer; first day; job,52.081131
38055,Megamind,bumbling supervillain megamind finally defeats; must find new meaning; superhero metro man; without; purpose,68.757242
53256,Three,start separate affairs; natural doubts stemming; 20 year marriage; hanna becomes pregnant; unexiting relationship,5.937602
10336,Spawn,theresa randle ).; michael jai white; covert government agency; beloved wife wanda; simmons agrees,19.833664
11359,The Indian in the Cupboard,old boy gets; plastic indian; indian comes; year; nine,11.095914
1620,Hitman,thriller starring timothy olyphant; genetically engineered assassin; eliminates strategic targets; selling videogame; secret organization,42.669304
2757,Adaptation.,lorn script writer grows increasingly desperate; orchid thief '.; quest; love; book,26.441669
72387,Safe,level corrupt new york city politicians; former elite agent rescues; old chinese girl; russian mafia; year,31.92695
27455,Foolish,"nosed gangster trying; edge trying; talented comedian; professions ,""; pretty girl",0.796009
1726,Iron Man,billionaire engineer tony stark creates; unique weaponized suit; held captive; fight evil; afghan cave,120.725053
7451,xXx,standard adrenaline junkie; xander cage; us government; nihilistic yorgi; lousy attitude,46.217769
367551,American Hero,reluctant hero; practically everything; new orleans; fight even; best friend,5.023091
27205,Inception,"commits corporate espionage; task considered; skilled thief; old life; inception "",",167.58371
11004,Wonder Boys,weekend proves even worse; new wonder boy author; ish english professor; great american novel; 7 years ago,9.011729
956,Mission: Impossible III,confront sadistic arms dealer; train new imf agents; hunt must try; new team; ethan hunt,63.079003
17332,The Soloist,los angeles journalist befriends; trained musician; new article; homeless juilliard; paper,17.299333
85446,Step Up Revolution,dance crew whose neighborhood; professional dancer; development plans; emily arrives; emily,29.775441
20737,Air Bud,amazing basketball playing ability become instant friends; time talent draws media attention; runaway golden retriever named buddy; buddy loves basketball ...; old josh framm moves,11.241802
52015,Stake Land,get martin safely north; normal teenage boy; rogue vampire hunter; vampire epidemic; swept across,12.496261
277519,Z Storm,z torrent file ... shadowy figures; 7 million hong kong citizens ...; estimated 150 million dollars; high ranking law enforcers; high profile chartered accountants,0.542814
45054,There Be Dragons,young journalist robert uncovers hidden stories; spanish civil war; estranged father manolo; estranged father; terrible secrets,6.668679
9647,Scrooged,"wildly successful television executive whose cold ambition; christmas carol ,"" frank cross; karen allen ).; bobcat goldthwait ),; christmas eve",21.620317
161795,Déjà Vu,business partner alex; shop owner dana; englishman sean meet; first sight; sean,0.605645
12150,Sea of Love,new york detective frank keller; possibly dangerously involved; lonely hearts columns; done twenty years; wife leaving,11.47316
9625,The Glimmer Man,talking fellow cop jim campbell; los angeles police detective; gradually become effective partners; former government operative renowned; two men clash,6.250282
9746,Kundun,oppressive regime upon; dharamsala ever since; communist china invaded; dalai lama escaped; dalai lama,7.039189
3132,Bad Company,secret agency recruits; educated cia agent; twin brother; operation; killed,14.086292
1844,Entrapment,two thieves; elegant circles; try; travel; process,25.877794
9574,Flubber,professor brainard creates flubber; professor phillip brainard; absent minded professor; save medfield college; wedding twice,11.50396
357837,Dancin' It's On,ken must overcome scheming dance partners; panama city beach hotel; 2nd annual florida state; passion ... dance; age dance film,0.186234
23618,The Original Kings of Comedy,sitcom vets steve harvey; seemingly impossible task; director spike lee; sly comedy routines; live concert show,1.918959
7501,Knockaround Guys,known new york mobsters must retrieve; small montana town ruled; four sons; corrupt sheriff; well,8.113634
10022,The Pacifier,disgraced navy seal shane wolfe; secret experiment remains hidden; recently deceased father --; government scientist whose top; five plummer kids,35.4763
6439,Racing Stripes,hearted zebra named stripes; stark stripes mark; sorely mistaken notion; repair -- especially; kentucky farm amidst,8.058109
39053,Cyrus,luck divorcée finally meets; one man; left standing; get remarried; another man,15.212569
11113,My Fair Lady,snobbish phonetics professor agrees; high society; flower girl; wager; take,20.786616
608,Men in Black II,untarnished mission statement – protecting earth; jay must convince kay –; toughest challenge yet; seeking agents averted; living person left,91.332849
6071,Kiss of Death,local crime boss named little junior brown; police officer named calvin hart; new york city borough; little junior kills; unscrupulous district attorney,6.90894
43839,Alexander's Ragtime Band,romantic triangle together; carnegie hall brings; best friend charlie; roger comes home; world war separates,0.483974
90,Beverly Hills Cop,bungling rookie detective billy rosewood joins; talking detroit cop axel foley heads; west los angeles ropes; stumbled onto something much; water axel,29.843818
1257,Because I Said So,meddlesome mom daphne wilder attempts; prevent family history; youngest daughter; good intentions; daughters try,18.678415
36355,Flipper,dolphin named flipper; new friend comes; sandy dislikes everything; uncle porter ricks; sandy ricks,4.475007
6068,Six Days Seven Nights,savvy fashion editor; grouchy pilot living; south pacific; plane crashes; pair avoid,18.264635
168672,American Hustle,seductive partner sydney prosser; wild fbi agent; richie dimaso; jersey powerbrokers; irving rosenfeld,49.664128
10029,Very Bad Things,one last night; alcohol filled night; cold night; single man; marrying laura,5.671691
20616,Swimfan,seductive madison wants; turned upside; terrific girlfriend; quickly sets; promising future,4.844451
127560,The Railway Man,world war ii; true story; death railway; victim; torture,13.916583
3587,Bogus,french magician named bogus; recently orphaned; imaginary friend; young boy; boy,3.379454
49047,Gravity,veteran astronaut matt kowalsky; kowalsky completely alone; way home may; seemingly routine spacewalk; deafening silence tells,110.153618
125263,Broken Vessels,young pennsylvania man moves; younger man finds; high pressure situations; heavy drug use; supremely confident vet,0.069277
86304,All Superheroes Must Die,"jason trost ), cutthroat; lucas till ),; lee valmassy ),; masked vigilantes charge; 100 innocent civilians",3.545991
77156,Alien Zone,old man invites; wrong street; takes refuge; married woman; going back,0.000372
22074,Capitalism: A Love Story,love story comes home; world ).; michael moore; examining throughout; everyday lives,10.50098
139998,Supporting Characters,two new york film editors balance; personal relationships; reworking; movie; crisis,0.620554
10386,The Iron Giant,giant metal machine befriends; unselfishly saving people; ultimately finds; small town; old boy,61.245957
19556,Miss March,crazed best friend decide; young man awakens; legendary mansion headquarters; country road trip; year coma,9.371534
227348,Paranormal Activity: The Marked Ones,hearing terrifying sounds coming; old jesse; ancient evil; neighbor ’; ’,19.984477
319910,Broken Horses,us mexico border gang wars; violence; shadows; loyalty; laws,4.289676
31640,Blood and Wine,things become complicated; wife interferes; make money; husband commits; fledging business,1.492056
287424,Maggie,deadly zombie epidemic threatening humanity; daughter maggie becomes infected; joely richardson co; accept defeat even; town farmer,40.016306
11240,My Beautiful Laundrette,homosexual pakistani boy living; another pakistani; lover johnny; grungy laundrette; drug money,3.703005
94329,The Raid,starring indonesian martial arts sensation iko uwais; unit must fight; elite swat team; notorious drug lord; impenetrable safe house,40.285095
96534,My Last Day Without You,young german business executive falls; day business trip; new york; never experienced; brooklyn world,0.153625
43630,The Helix... Loaded,,0.0206
235,Stand by Me,writer recounts; missing boy; boyhood journey; friend; find,51.109279
4105,Black Rain,two new york cops get involved; japanese mafia scene; get deeper; japanese mafia; japanese way,11.19602
9689,Hollywood Ending,time oscar winner turned washed; woody allen stars; waxman finds; val waxman; val blinded,8.711782
13460,Doomsday,reaper virus violently resurfaces; lethal virus spreads throughout; acting authorities brutally quarantine; unit must battle; three decades later,21.538222
113406,Should've Been Romeo,potato chip company loses; singles cruise; octogenarian grandfather; doorstep unexpectedly; aged pitchman,0.40703
266856,The Theory of Everything,fellow cambridge student jane wilde; renowned astrophysicist stephen hawking; greatest living minds; world ’; falls deeply,61.182331
8842,Against the Ropes,famous female boxing promoter; male dominated sport; fictional story inspired; north america; jackie kallen,2.817364
9799,The Fast and the Furious,los angeles street racer suspected; undercover cop brian; conner infiltrates toretto; rig hijackings; must choose,6.909942
11208,Wicker Park,word two years earlier; young advertising executive; restaurant one day; sees lisa; business trip,9.301562
14181,Boiler Room,suburban investment firm; college dropout gets; fast track; job might; job,11.233081
985,Eraserhead,newly born mutant child; henry spencer tries; unbearable screams; industrial environment; angry girlfriend,20.399578
673,Harry Potter and the Prisoner of Azkaban,sympathetic professor lupin; sirius black –; harry comes face; hermione return; filled year,79.679601
78381,Twixt,mysterious young ghost named v; declining career arrives; murder mystery involving; young girl; gets caught,5.060656
12228,Inside Deep Throat,"deep throat ,"" starring linda lovelace; seemingly typical shoestring budget pornographic film; cynical developments would lead; combined events would redefine; film would surpass",3.980072
164372,The Snow Queen,meeting wonderful new friends; cold snow queen wishes; facing difficult obstacles; gerda journeys across; set kai free,5.33861
12158,Vampire in Brooklyn,next full moon; half vampire --; nypd detective; lone survivor; live past,6.772615
17202,Why Did I Get Married?,eight married college friends plus one; upper class economic status; one couple; solid relationship; mood shifts,2.005111
288927,Archaeology of a Woman,dementia uncovers secrets; old crime; daughter struggles; year; woman,0.254659
2085,Romeo Must Die,warring factions dead …; two warring gang families; one african; hang sing; day uncover,19.750059
1366,Rocky,handlers choose palooka rocky balboa; world heavyweight boxing champion; trainer mickey goldmill; philadelphia loan shark; apollo creed wants,72.19808
573,Frenzy,wrong man; strangling women; serial murderer; london police; suspect,10.219942
294272,Pete's Dragon,old girl whose father jack owns; forest ranger grace sets; green dragon named elliott; local lumber mill; mysterious 10,31.974359
226354,The Christmas Candle,centuries old legend may come; every 25 years; english countryside lies; whoever lights; village candlemaker,1.799504
19905,"The Goods: Live Hard, Sell Hard",ailing local car dealership; ragtag crew descend; professional dolphin trainer; dolphin trainer; temecula like,3.352702
4107,Bloody Sunday,irish civil rights protest march; january 30 1972; dramatised story; british troops; massacre,7.330691
51384,"Lovely, Still",elderly man discovering love; holiday fable; first time; tells; story,1.286991
227,The Outsiders,two rival gangs; two poor greasers; johnny kills one; vicious gang; turbulent chain,13.455373
1551,Flatliners,five medical students want; star studded cast; science fiction thriller; thus simulating death; stop one,24.114459
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,deceased child murderer freddy krueger; new family moves; freddy attempts; real world; elm street,21.607228
